exp_dt,K,C,T,S0,r,d,delta_raw,iv
2026-12-18,179.0,30.675,1.2712328767123289,169.84,0.045,0.0,0.5994,0.3932
2026-12-18,180.0,29.549999999999997,1.2712328767123289,169.84,0.045,0.0,0.5944,0.3925
2026-12-18,181.0,29.65,1.2712328767123289,169.84,0.045,0.0,0.5895,0.3924
2026-12-18,182.0,29.450000000000003,1.2712328767123289,169.84,0.045,0.0,0.5845,0.3923
2026-12-18,183.0,29.049999999999997,1.2712328767123289,169.84,0.045,0.0,0.5796,0.3917
2026-12-18,184.0,28.625,1.2712328767123289,169.84,0.045,0.0,0.5747,0.3914
2026-12-18,185.0,28.25,1.2712328767123289,169.84,0.045,0.0,0.5698,0.3911
2026-12-18,186.0,27.85,1.2712328767123289,169.84,0.045,0.0,0.5648,0.3907
2026-12-18,187.0,27.450000000000003,1.2712328767123289,169.84,0.045,0.0,0.5599,0.3906
2026-12-18,188.0,27.049999999999997,1.2712328767123289,169.84,0.045,0.0,0.555,0.39
2026-12-18,189.0,26.700000000000003,1.2712328767123289,169.84,0.045,0.0,0.5502,0.3898
2026-12-18,190.0,26.1,1.2712328767123289,169.84,0.045,0.0,0.5453,0.3895
2026-12-18,191.0,25.950000000000003,1.2712328767123289,169.84,0.045,0.0,0.5404,0.3892
2026-12-18,192.0,25.549999999999997,1.2712328767123289,169.84,0.045,0.0,0.5356,0.3888
2026-12-18,193.0,24.450000000000003,1.2712328767123289,169.84,0.045,0.0,0.5308,0.3886
2026-12-18,194.0,24.85,1.2712328767123289,169.84,0.045,0.0,0.526,0.3884
2026-12-18,195.0,24.299999999999997,1.2712328767123289,169.84,0.045,0.0,0.5212,0.3879
2026-12-18,200.0,22.799999999999997,1.2712328767123289,169.84,0.045,0.0,0.4974,0.3868
2026-12-18,205.0,21.200000000000003,1.2712328767123289,169.84,0.045,0.0,0.4742,0.3855
2026-12-18,210.0,19.700000000000003,1.2712328767123289,169.84,0.045,0.0,0.4515,0.3843
2026-12-18,212.0,19.15,1.2712328767123289,169.84,0.045,0.0,0.4426,0.3838
2026-12-18,213.0,18.85,1.2712328767123289,169.84,0.045,0.0,0.4382,0.3839
2026-12-18,214.0,18.6,1.2712328767123289,169.84,0.045,0.0,0.4338,0.3834
2026-12-18,215.0,18.299999999999997,1.2712328767123289,169.84,0.045,0.0,0.4295,0.3832
2026-12-18,216.0,18.049999999999997,1.2712328767123289,169.84,0.045,0.0,0.4252,0.3832
2026-12-18,217.0,17.799999999999997,1.2712328767123289,169.84,0.045,0.0,0.4209,0.3829
2026-12-18,218.0,17.525,1.2712328767123289,169.84,0.045,0.0,0.4166,0.3828
2026-12-18,219.0,17.275,1.2712328767123289,169.84,0.045,0.0,0.4123,0.3827
2026-12-18,220.0,16.8,1.2712328767123289,169.84,0.045,0.0,0.4081,0.3826
2026-12-18,221.0,16.55,1.2712328767123289,169.84,0.045,0.0,0.4039,0.3824
2026-12-18,222.0,16.3,1.2712328767123289,169.84,0.045,0.0,0.3998,0.3822
2026-12-18,223.0,16.275,1.2712328767123289,169.84,0.045,0.0,0.3956,0.3819
2026-12-18,224.0,15.85,1.2712328767123289,169.84,0.045,0.0,0.3915,0.3816
2026-12-18,225.0,15.8,1.2712328767123289,169.84,0.045,0.0,0.3875,0.3812
2026-12-18,226.0,15.575,1.2712328767123289,169.84,0.045,0.0,0.3834,0.3815
2026-12-18,227.0,15.35,1.2712328767123289,169.84,0.045,0.0,0.3794,0.3811
2026-12-18,228.0,14.899999999999999,1.2712328767123289,169.84,0.045,0.0,0.3754,0.3813
2026-12-18,230.0,14.675,1.2712328767123289,169.84,0.045,0.0,0.3676,0.3809
2026-12-18,235.0,13.625,1.2712328767123289,169.84,0.045,0.0,0.3484,0.3802
2026-12-18,240.0,12.7,1.2712328767123289,169.84,0.045,0.0,0.3301,0.3796
2026-12-18,245.0,11.8,1.2712328767123289,169.84,0.045,0.0,0.3125,0.3792
2026-12-18,250.0,10.95,1.2712328767123289,169.84,0.045,0.0,0.2958,0.379
2026-12-18,255.0,10.35,1.2712328767123289,169.84,0.045,0.0,0.2798,0.3787
2026-12-18,260.0,9.225000000000001,1.2712328767123289,169.84,0.045,0.0,0.2646,0.3784
2026-12-18,265.0,9.024999999999999,1.2712328767123289,169.84,0.045,0.0,0.2502,0.3785
2026-12-18,270.0,8.125,1.2712328767123289,169.84,0.045,0.0,0.2366,0.3782
2026-12-18,275.0,7.6,1.2712328767123289,169.84,0.045,0.0,0.2236,0.3786
2026-12-18,280.0,7.075,1.2712328767123289,169.84,0.045,0.0,0.2114,0.3786
2026-12-18,290.0,5.7,1.2712328767123289,169.84,0.045,0.0,0.189,0.3796
2026-12-18,300.0,5.375,1.2712328767123289,169.84,0.045,0.0,0.1691,0.3796
2026-12-18,310.0,3.9749999999999996,1.2712328767123289,169.84,0.045,0.0,0.1515,0.3811
2026-12-18,320.0,4.125,1.2712328767123289,169.84,0.045,0.0,0.1359,0.3817
2026-12-18,330.0,3.625,1.2712328767123289,169.84,0.045,0.0,0.122,0.3828
2026-12-18,340.0,3.2249999999999996,1.2712328767123289,169.84,0.045,0.0,0.1098,0.3849
2026-12-18,350.0,2.8449999999999998,1.2712328767123289,169.84,0.045,0.0,0.0991,0.3863
2026-12-18,360.0,2.535,1.2712328767123289,169.84,0.045,0.0,0.0895,0.3879
